transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,channel,sender_country,receiver_country,device_id,ip_hash,sender_account_age_days,receiver_account_age_days,scenario
TX-000378,2026-06-05T03:55:00,ACC-NORMAL-0125,ACC-NORMAL-0179,5706.66,AED,atm,CH,JP,DEV-6257,hash_ba92992e44f8b53c,571,1325,
TX-000379,2026-06-04T02:12:00,ACC-NORMAL-0106,ACC-NORMAL-0155,11048.5,AED,wire,FR,SG,DEV-9462,hash_5fb8944dde0018aa,1763,3241,
TX-000380,2026-06-09T05:04:00,ACC-NORMAL-0014,ACC-NORMAL-0132,7784.97,SGD,mobile,US,SG,DEV-3222,hash_d9ee7dc9c7cfeca8,1169,1713,
TX-000381,2026-05-15T05:12:00,ACC-NORMAL-0134,ACC-NORMAL-0146,21880.76,USD,branch,GB,AE,DEV-5087,hash_74d9d1f508775804,2788,2701,
TX-000382,2026-06-06T06:17:00,ACC-NORMAL-0012,ACC-NORMAL-0093,9215.11,CHF,wire,FR,GB,DEV-7503,hash_ec4e8cbba2aa378c,1748,109,
TX-000383,2026-05-15T07:23:00,ACC-NORMAL-0031,ACC-NORMAL-0175,12224.78,EUR,wire,FR,CH,DEV-8775,hash_8d2434f9963dc8bf,2394,192,
TX-000384,2026-05-20T08:47:00,ACC-NORMAL-0089,ACC-NORMAL-0088,20773.45,AUD,online,DE,AU,DEV-1449,hash_0cb5ee5c62f5f7c2,3153,656,
TX-000385,2026-06-08T06:54:00,ACC-NORMAL-0041,ACC-NORMAL-0147,5541.56,JPY,branch,JP,US,DEV-5408,hash_68d576b8a6ce6d7a,2775,3454,
TX-000386,2026-06-11T21:00:00,ACC-NORMAL-0131,ACC-NORMAL-0005,11857.69,EUR,branch,CA,CH,DEV-1138,hash_409ca8f23948fe22,1481,386,
TX-000387,2026-06-06T22:41:00,ACC-NORMAL-0155,ACC-NORMAL-0078,6891.71,CAD,wire,SG,AU,DEV-8520,hash_37dc8c784082fcda,3241,3178,
TX-000388,2026-06-05T16:52:00,ACC-NORMAL-0119,ACC-NORMAL-0077,15593.92,GBP,mobile,GB,JP,DEV-1120,hash_ffda9a9382f29004,967,3105,
TX-000389,2026-06-01T20:38:00,ACC-NORMAL-0169,ACC-NORMAL-0095,15230.16,GBP,atm,DE,US,DEV-8892,hash_5616af7e1057a002,3517,1010,
TX-000390,2026-05-25T08:16:00,ACC-NORMAL-0070,ACC-NORMAL-0164,16406.43,JPY,atm,GB,US,DEV-3456,hash_c3f62136846d5a3b,2472,264,
TX-000391,2026-06-09T19:25:00,ACC-NORMAL-0061,ACC-NORMAL-0014,16516.65,USD,branch,CH,US,DEV-9148,hash_4bacbedfff5a229e,3089,1169,
TX-000392,2026-05-27T12:47:00,ACC-NORMAL-0066,ACC-NORMAL-0108,892.62,JPY,mobile,US,JP,DEV-6622,hash_b69f5eabb9ff2c29,402,2950,
TX-000393,2026-06-01T20:50:00,ACC-NORMAL-0056,ACC-NORMAL-0176,11898.62,CHF,atm,SG,CA,DEV-5918,hash_2b843ef3d86d655d,1650,365,
TX-000394,2026-05-20T09:06:00,ACC-NORMAL-0168,ACC-NORMAL-0142,11774.81,CHF,atm,GB,SG,DEV-3999,hash_ae01a122f269921c,2110,1170,
TX-000395,2026-05-17T07:22:00,ACC-NORMAL-0085,ACC-NORMAL-0168,5590.96,SGD,atm,JP,GB,DEV-6428,hash_42b402815f269466,3595,2110,
TX-000396,2026-05-29T03:30:00,ACC-NORMAL-0149,ACC-NORMAL-0075,1351.39,GBP,mobile,CA,GB,DEV-8736,hash_31cd9f6ee3b16d36,711,2816,
TX-000397,2026-06-11T21:24:00,ACC-NORMAL-0128,ACC-NORMAL-0030,13250.66,USD,wire,CA,AU,DEV-3470,hash_fe0a824e232a5e82,3337,3559,
TX-000398,2026-05-28T18:57:00,ACC-NORMAL-0051,ACC-NORMAL-0088,22666.46,EUR,wire,AU,AU,DEV-6183,hash_b7360c4fdcc5d975,3327,656,
TX-000399,2026-05-30T10:40:00,ACC-NORMAL-0046,ACC-NORMAL-0020,24666.14,USD,atm,JP,GB,DEV-1077,hash_4605ec0e73b9c2ac,1584,448,
TX-000400,2026-06-08T05:36:00,ACC-NORMAL-0053,ACC-NORMAL-0195,19114.45,GBP,wire,FR,SG,DEV-3120,hash_6f07b60f9d4e8b5d,301,676,
TX-000401,2026-05-27T13:30:00,ACC-NORMAL-0162,ACC-NORMAL-0109,9589.08,CHF,online,AE,AU,DEV-4267,hash_5f8392d5bb0c7919,3043,1664,
TX-000402,2026-06-08T16:12:00,ACC-NORMAL-0003,ACC-NORMAL-0083,457.72,JPY,online,GB,DE,DEV-4707,hash_e0821918b18ad67d,601,2080,
TX-000403,2026-05-19T03:24:00,ACC-NORMAL-0088,ACC-NORMAL-0079,12588.38,EUR,atm,AU,JP,DEV-2069,hash_0bb432b3d2e76deb,656,486,
TX-000404,2026-05-29T23:33:00,ACC-NORMAL-0076,ACC-NORMAL-0074,14913.28,SGD,atm,AE,US,DEV-3192,hash_ff02f5b057bd56c9,2822,2296,
TX-000405,2026-06-08T06:10:00,ACC-NORMAL-0125,ACC-NORMAL-0091,23702.63,USD,wire,CH,CH,DEV-4742,hash_ba27bc64396d1ffb,571,32,
TX-000406,2026-06-07T00:37:00,ACC-NORMAL-0033,ACC-NORMAL-0055,12620.79,CAD,online,FR,SG,DEV-1612,hash_e0653245600c9c71,217,900,
TX-000407,2026-06-08T17:39:00,ACC-NORMAL-0163,ACC-NORMAL-0065,1224.19,GBP,online,AU,SG,DEV-1323,hash_b09370850c5921f8,279,2117,
TX-000408,2026-05-29T12:07:00,ACC-NORMAL-0029,ACC-NORMAL-0107,13686.59,EUR,wire,CH,FR,DEV-4366,hash_af8ca888b1f81ad9,3427,2238,
TX-000409,2026-05-24T13:42:00,ACC-NORMAL-0161,ACC-NORMAL-0002,2533.49,AUD,mobile,CH,FR,DEV-3247,hash_d4a5a81e6b382a0a,269,1033,
TX-000410,2026-06-07T19:07:00,ACC-NORMAL-0026,ACC-NORMAL-0131,7074.84,AED,online,GB,CA,DEV-4254,hash_3322c68b9be78aec,2226,1481,
TX-000411,2026-06-10T16:12:00,ACC-NORMAL-0199,ACC-NORMAL-0067,8954.47,AUD,wire,AE,GB,DEV-3627,hash_8c52d2710a167e18,62,3557,
TX-000412,2026-06-06T15:21:00,ACC-NORMAL-0127,ACC-NORMAL-0053,5870.29,GBP,online,SG,FR,DEV-2809,hash_92fbacf6d5d1c669,1025,301,
TX-000413,2026-05-19T02:49:00,ACC-NORMAL-0171,ACC-NORMAL-0126,12797.52,AUD,online,FR,SG,DEV-4787,hash_fd1935cc74eda60e,308,2390,
TX-000414,2026-05-29T01:06:00,ACC-NORMAL-0075,ACC-NORMAL-0067,20331.33,AUD,online,GB,GB,DEV-6901,hash_ad409244cd3566ef,2816,3557,
TX-000415,2026-06-07T03:06:00,ACC-NORMAL-0080,ACC-NORMAL-0110,21282.64,USD,online,DE,AE,DEV-3267,hash_a5aecf37a9d1a28e,1810,1824,
TX-000416,2026-05-26T14:39:00,ACC-NORMAL-0043,ACC-NORMAL-0085,6715.05,CAD,online,DE,JP,DEV-6615,hash_1d24181c2ed087d4,2525,3595,
TX-000417,2026-05-29T08:53:00,ACC-NORMAL-0102,ACC-NORMAL-0103,9649.03,SGD,wire,SG,DE,DEV-3732,hash_21ec47541cf14654,555,2281,
TX-000418,2026-05-16T05:06:00,ACC-NORMAL-0178,ACC-NORMAL-0186,10406.53,AED,mobile,AE,SG,DEV-8178,hash_9c7faca62e671784,2345,68,
TX-000419,2026-06-03T00:55:00,ACC-NORMAL-0097,ACC-NORMAL-0091,17114.76,AED,branch,GB,CH,DEV-8997,hash_e3395b1a1ce97871,352,32,
TX-000420,2026-05-16T02:16:00,ACC-NORMAL-0105,ACC-NORMAL-0113,16377.79,CHF,online,CH,AU,DEV-4669,hash_f4acc7e2fa575cea,3603,292,
TX-000421,2026-05-31T16:44:00,ACC-NORMAL-0171,ACC-NORMAL-0086,17517.5,SGD,online,FR,AE,DEV-5072,hash_588309de7b5fbe41,308,3477,
TX-000422,2026-06-04T12:09:00,ACC-NORMAL-0169,ACC-NORMAL-0174,20977.44,USD,mobile,DE,CH,DEV-1190,hash_ef32f72aa4b5c723,3517,2401,
TX-000423,2026-06-11T15:54:00,ACC-NORMAL-0040,ACC-NORMAL-0130,12400.91,GBP,branch,FR,CA,DEV-9055,hash_3dab161452150ed8,1485,427,
TX-000424,2026-05-16T16:14:00,ACC-NORMAL-0084,ACC-NORMAL-0071,13766.88,SGD,wire,GB,CA,DEV-4850,hash_75873920142e3df0,2109,1606,
TX-000425,2026-05-29T02:54:00,ACC-NORMAL-0113,ACC-NORMAL-0147,12466.42,GBP,atm,AU,US,DEV-9148,hash_a7437402bec7fb11,292,3454,
TX-000426,2026-05-27T13:02:00,ACC-NORMAL-0004,ACC-NORMAL-0027,13932.7,GBP,online,AE,GB,DEV-5990,hash_82226c16e3de4ec0,2801,1580,
TX-000427,2026-06-04T21:29:00,ACC-NORMAL-0143,ACC-NORMAL-0052,23759.37,USD,atm,GB,JP,DEV-4652,hash_74577d47d8253010,1053,1673,
TX-000428,2026-06-08T19:38:00,ACC-NORMAL-0084,ACC-NORMAL-0144,11833.61,AED,atm,GB,AE,DEV-2868,hash_c262cad018f1a1e4,2109,1845,
TX-000429,2026-05-15T10:22:00,ACC-NORMAL-0168,ACC-NORMAL-0056,20748.8,CHF,atm,GB,SG,DEV-9552,hash_b3bc912f5fb7474e,2110,1650,
TX-000430,2026-06-12T05:31:00,ACC-NORMAL-0027,ACC-NORMAL-0011,3519.83,GBP,wire,GB,AE,DEV-5166,hash_3227e8d89c60c81b,1580,844,
TX-000431,2026-06-13T12:13:00,ACC-NORMAL-0048,ACC-NORMAL-0030,11431.58,CAD,branch,AU,AU,DEV-2765,hash_6a1aba9dc1d48a10,929,3559,
TX-000432,2026-06-10T21:37:00,ACC-NORMAL-0011,ACC-NORMAL-0163,3089.25,AED,wire,AE,AU,DEV-9260,hash_f6bf2f7222778161,844,279,
TX-000433,2026-05-31T23:03:00,ACC-NORMAL-0127,ACC-NORMAL-0001,13835.13,AED,wire,SG,JP,DEV-9328,hash_ebd14b0cc7f4f4f9,1025,132,
TX-000434,2026-06-02T05:46:00,ACC-NORMAL-0045,ACC-NORMAL-0178,20382.95,SGD,online,SG,AE,DEV-6273,hash_e1a2cfe7810d5c57,699,2345,
TX-000435,2026-06-03T22:48:00,ACC-NORMAL-0098,ACC-NORMAL-0108,6213.49,CAD,wire,SG,JP,DEV-5819,hash_ce072a5273edb223,3027,2950,
TX-000436,2026-05-28T19:44:00,ACC-NORMAL-0034,ACC-NORMAL-0036,22162.06,AUD,mobile,JP,GB,DEV-9975,hash_505c7527dc57546d,3196,3579,
TX-000437,2026-06-13T17:40:00,ACC-NORMAL-0182,ACC-NORMAL-0189,5441.39,AUD,branch,DE,FR,DEV-6657,hash_ac20af11ebd33927,1651,2232,
TX-000438,2026-06-04T05:32:00,ACC-NORMAL-0033,ACC-NORMAL-0182,13566.86,GBP,atm,FR,DE,DEV-6771,hash_7af985ff8ff19886,217,1651,
TX-000439,2026-06-05T22:26:00,ACC-NORMAL-0149,ACC-NORMAL-0146,16859.34,AUD,mobile,CA,AE,DEV-7920,hash_0344edb3ceed0ffc,711,2701,
TX-000440,2026-05-15T12:09:00,ACC-NORMAL-0133,ACC-NORMAL-0027,1336.09,JPY,online,US,GB,DEV-5374,hash_c918a346c00c200c,3568,1580,
TX-000441,2026-06-05T08:09:00,ACC-NORMAL-0041,ACC-NORMAL-0074,20986.15,JPY,atm,JP,US,DEV-9866,hash_5bd29cb108453b2f,2775,2296,
TX-000442,2026-06-03T21:47:00,ACC-NORMAL-0115,ACC-NORMAL-0026,14051.51,CHF,branch,FR,GB,DEV-7371,hash_82cbcdc73cd30e99,2298,2226,
TX-000443,2026-06-06T21:03:00,ACC-NORMAL-0178,ACC-NORMAL-0073,23162.86,SGD,wire,AE,JP,DEV-6122,hash_8d5809b7f740d87c,2345,2197,
TX-000444,2026-06-07T08:12:00,ACC-NORMAL-0013,ACC-NORMAL-0003,15517.84,JPY,wire,CH,GB,DEV-7025,hash_96a06bf2c14ebd10,1869,601,
TX-000445,2026-06-03T06:49:00,ACC-NORMAL-0139,ACC-NORMAL-0190,18125.61,AUD,branch,AE,JP,DEV-8353,hash_fbc398d82d6bc882,809,2102,
TX-000446,2026-05-20T05:47:00,ACC-NORMAL-0174,ACC-NORMAL-0019,12851.03,USD,wire,CH,AU,DEV-8020,hash_8e7d3f5a4773e66a,2401,3157,
TX-000447,2026-05-20T18:54:00,ACC-NORMAL-0067,ACC-NORMAL-0033,6382.85,AED,atm,GB,FR,DEV-3536,hash_27591ad40a398bf7,3557,217,
TX-000448,2026-05-16T20:39:00,ACC-NORMAL-0082,ACC-NORMAL-0153,21080.07,AED,atm,JP,US,DEV-6866,hash_c8b648e012a850c5,2987,1582,
TX-000449,2026-05-31T07:11:00,ACC-NORMAL-0181,ACC-NORMAL-0081,13019.95,EUR,mobile,JP,US,DEV-7814,hash_897b303d8b074d1a,1007,1888,
TX-000450,2026-05-26T07:56:00,ACC-NORMAL-0103,ACC-NORMAL-0023,5341.71,CAD,atm,DE,JP,DEV-6911,hash_37ec07a64b27b079,2281,2502,
TX-000451,2026-05-31T15:35:00,ACC-NORMAL-0192,ACC-NORMAL-0158,20593.97,GBP,online,GB,SG,DEV-6668,hash_3d87703472173fa3,3638,2741,
TX-000452,2026-06-13T19:15:00,ACC-NORMAL-0164,ACC-NORMAL-0157,23972.83,SGD,atm,US,AE,DEV-2857,hash_41afeb2a62c8c3f4,264,2883,
TX-000453,2026-05-24T00:58:00,ACC-NORMAL-0138,ACC-NORMAL-0186,12926.53,CHF,atm,FR,SG,DEV-9335,hash_7c9f3bc37210045a,1048,68,
TX-000454,2026-06-12T20:12:00,ACC-NORMAL-0011,ACC-NORMAL-0076,8014.62,GBP,online,AE,AE,DEV-3742,hash_f4ce8477f8bca9ac,844,2822,
TX-000455,2026-06-01T00:40:00,ACC-NORMAL-0197,ACC-NORMAL-0137,1646.14,SGD,branch,JP,GB,DEV-2702,hash_89aa429334a0dcd4,2911,3309,
TX-000456,2026-06-08T13:41:00,ACC-NORMAL-0179,ACC-NORMAL-0190,20420.69,EUR,online,JP,JP,DEV-1389,hash_b784ae08758fc8fa,1325,2102,
TX-000457,2026-05-17T02:03:00,ACC-NORMAL-0084,ACC-NORMAL-0009,4458.02,CHF,atm,GB,CH,DEV-2154,hash_d255a4de9330ba83,2109,2099,
TX-000458,2026-05-28T12:28:00,ACC-NORMAL-0058,ACC-NORMAL-0067,15759.13,CAD,wire,FR,GB,DEV-1276,hash_ac5d4e5763b664f4,601,3557,
TX-000459,2026-05-15T20:46:00,ACC-NORMAL-0030,ACC-NORMAL-0137,15462.55,USD,mobile,AU,GB,DEV-2189,hash_ed94898b5b923c67,3559,3309,
TX-000460,2026-05-24T21:19:00,ACC-NORMAL-0128,ACC-NORMAL-0027,15168.08,AED,atm,CA,GB,DEV-7249,hash_d2769c9665262474,3337,1580,
TX-000461,2026-05-30T05:34:00,ACC-NORMAL-0169,ACC-NORMAL-0007,5504.44,CHF,wire,DE,GB,DEV-5832,hash_a250d133f5cb5be4,3517,152,
TX-000462,2026-06-05T23:41:00,ACC-NORMAL-0036,ACC-NORMAL-0077,9334.53,CHF,online,GB,JP,DEV-3316,hash_0ab1a5041f8c56e0,3579,3105,
TX-000463,2026-06-03T12:34:00,ACC-NORMAL-0001,ACC-NORMAL-0147,13692.66,AUD,online,JP,US,DEV-4441,hash_bdce635fbf905d6a,132,3454,
TX-000464,2026-05-21T13:57:00,ACC-NORMAL-0185,ACC-NORMAL-0088,16151.83,EUR,mobile,GB,AU,DEV-3637,hash_38858f7e2f1a25a8,3109,656,
TX-000465,2026-05-21T03:11:00,ACC-NORMAL-0157,ACC-NORMAL-0064,16777.74,USD,mobile,AE,DE,DEV-9992,hash_a5096396761579e7,2883,928,
TX-000466,2026-05-24T21:04:00,ACC-NORMAL-0140,ACC-NORMAL-0018,6274.68,AED,branch,DE,FR,DEV-6420,hash_20d2b5285b6d6b7c,1867,666,
TX-000467,2026-05-22T03:18:00,ACC-NORMAL-0171,ACC-NORMAL-0167,15491.7,CAD,branch,FR,US,DEV-8960,hash_540e7d01735d88f3,308,674,
TX-000468,2026-05-24T22:37:00,ACC-NORMAL-0157,ACC-NORMAL-0169,3818.35,CAD,mobile,AE,DE,DEV-6182,hash_6da58dadf56aabc0,2883,3517,
TX-000469,2026-05-25T07:50:00,ACC-NORMAL-0043,ACC-NORMAL-0001,5545.93,AUD,wire,DE,JP,DEV-6889,hash_adf8f7672261ddef,2525,132,
TX-000470,2026-06-12T15:29:00,ACC-NORMAL-0187,ACC-NORMAL-0084,11139.5,AED,atm,CH,GB,DEV-2783,hash_a542deb92cff45f8,2574,2109,
TX-000471,2026-06-10T08:54:00,ACC-NORMAL-0155,ACC-NORMAL-0020,20662.83,JPY,mobile,SG,GB,DEV-5312,hash_e2e6e7a6bbc99473,3241,448,
TX-000472,2026-06-07T02:57:00,ACC-NORMAL-0160,ACC-NORMAL-0019,475.57,USD,mobile,FR,AU,DEV-7637,hash_970c9eb4c4ea4ece,1245,3157,
TX-000473,2026-06-01T08:34:00,ACC-NORMAL-0054,ACC-NORMAL-0009,22350.71,AED,mobile,AU,CH,DEV-3435,hash_647ac5915da64a3a,2353,2099,
TX-000474,2026-06-02T23:54:00,ACC-NORMAL-0057,ACC-NORMAL-0198,7282.07,CHF,wire,JP,AE,DEV-9362,hash_6593b659172e8c68,615,2535,
TX-000475,2026-05-15T21:15:00,ACC-NORMAL-0093,ACC-NORMAL-0129,21201.07,EUR,mobile,GB,GB,DEV-9423,hash_723b80d423ef5561,109,809,
TX-000476,2026-06-02T18:42:00,ACC-NORMAL-0040,ACC-NORMAL-0046,21806.16,AED,branch,FR,JP,DEV-6878,hash_380487860a58f43c,1485,1584,
TX-000477,2026-05-22T02:16:00,ACC-NORMAL-0194,ACC-NORMAL-0124,9242.19,JPY,online,JP,AE,DEV-9485,hash_ca9d2704e860bcb1,1543,907,
TX-000478,2026-05-30T14:56:00,ACC-NORMAL-0092,ACC-NORMAL-0100,1170.47,GBP,atm,SG,AE,DEV-9542,hash_d463c183a2317211,1357,3145,
TX-000479,2026-05-23T18:34:00,ACC-NORMAL-0070,ACC-NORMAL-0190,14258.3,SGD,wire,GB,JP,DEV-6985,hash_a741104b96721e98,2472,2102,
TX-000480,2026-05-23T12:58:00,ACC-NORMAL-0019,ACC-NORMAL-0133,5580.25,CAD,wire,AU,US,DEV-6653,hash_caeb99597ca2f582,3157,3568,
TX-000481,2026-05-15T16:56:00,ACC-NORMAL-0123,ACC-NORMAL-0155,3482.82,JPY,branch,SG,SG,DEV-2263,hash_a4bae8bf83b8fa05,2770,3241,
TX-000482,2026-05-19T05:10:00,ACC-NORMAL-0071,ACC-NORMAL-0054,9061.95,JPY,online,CA,AU,DEV-7793,hash_54899c37cfa9026b,1606,2353,
TX-000483,2026-05-30T21:30:00,ACC-NORMAL-0184,ACC-NORMAL-0029,11980.74,EUR,mobile,AU,CH,DEV-7732,hash_3e612d6605bf0618,1902,3427,
TX-000484,2026-06-02T18:10:00,ACC-NORMAL-0011,ACC-NORMAL-0033,3376.75,USD,mobile,AE,FR,DEV-3406,hash_2a9559080e503fd8,844,217,
TX-000485,2026-05-31T12:38:00,ACC-NORMAL-0066,ACC-NORMAL-0046,24231.4,AUD,online,US,JP,DEV-2404,hash_72fefdc23772aa97,402,1584,
TX-000486,2026-06-11T15:10:00,ACC-NORMAL-0155,ACC-NORMAL-0120,5491.9,EUR,wire,SG,AU,DEV-3979,hash_a8debd889f8acdeb,3241,158,
TX-000487,2026-05-20T23:43:00,ACC-NORMAL-0130,ACC-NORMAL-0067,8573.36,GBP,wire,CA,GB,DEV-4765,hash_62ada15760d2759a,427,3557,
TX-000488,2026-05-15T06:33:00,ACC-NORMAL-0033,ACC-NORMAL-0027,21491.2,SGD,mobile,FR,GB,DEV-3450,hash_18a706099b02c535,217,1580,
TX-000489,2026-06-12T19:38:00,ACC-NORMAL-0045,ACC-NORMAL-0122,985.52,CHF,mobile,SG,JP,DEV-2925,hash_7b74244017db4c2f,699,1004,
TX-000490,2026-06-12T19:34:00,ACC-NORMAL-0168,ACC-NORMAL-0033,20689.77,CHF,wire,GB,FR,DEV-7892,hash_dff47c515ed10e7f,2110,217,
TX-000491,2026-05-31T13:14:00,ACC-NORMAL-0011,ACC-NORMAL-0179,23461.16,SGD,wire,AE,JP,DEV-6742,hash_cdfba4e996cbdafb,844,1325,
TX-000492,2026-06-10T22:36:00,ACC-NORMAL-0189,ACC-NORMAL-0195,2451.95,AUD,branch,FR,SG,DEV-8817,hash_3b85f6e1c40f5405,2232,676,
TX-000493,2026-06-03T17:26:00,ACC-NORMAL-0021,ACC-NORMAL-0073,6452.55,USD,online,GB,JP,DEV-9561,hash_850f1cdc1e2a03f1,1586,2197,
TX-000494,2026-06-04T06:44:00,ACC-NORMAL-0001,ACC-NORMAL-0097,20109.14,CAD,wire,JP,GB,DEV-2746,hash_6d130705279f91ab,132,352,
TX-000495,2026-05-23T08:54:00,ACC-NORMAL-0166,ACC-NORMAL-0149,13407.26,CAD,mobile,AE,CA,DEV-5514,hash_ae3c2ce6fde6849b,2089,711,
TX-000496,2026-05-21T13:35:00,ACC-NORMAL-0101,ACC-NORMAL-0194,19596.87,EUR,wire,DE,JP,DEV-7065,hash_8e0eabb78f20c5e7,3166,1543,
TX-000497,2026-05-24T18:22:00,ACC-NORMAL-0123,ACC-NORMAL-0064,19357.12,EUR,wire,SG,DE,DEV-2951,hash_3ad24ac8bf70c042,2770,928,
TX-000498,2026-05-20T03:13:00,ACC-NORMAL-0114,ACC-NORMAL-0180,12713.51,CHF,atm,CH,AU,DEV-1852,hash_639c4c6c2926205d,116,866,
TX-000499,2026-06-09T02:52:00,ACC-NORMAL-0162,ACC-NORMAL-0001,3641.76,SGD,mobile,AE,JP,DEV-2444,hash_4359ff43106793b6,3043,132,
TX-000500,2026-05-17T19:02:00,ACC-NORMAL-0056,ACC-NORMAL-0095,18115.12,CHF,wire,SG,US,DEV-5693,hash_f6a9e3e3b62bccb1,1650,1010,
TX-000501,2026-06-08T05:40:00,ACC-NORMAL-0152,ACC-NORMAL-0014,12364.27,JPY,online,DE,US,DEV-9489,hash_31dae8174937b90f,270,1169,
TX-000502,2026-05-31T16:44:00,ACC-NORMAL-0008,ACC-NORMAL-0154,5799.46,USD,branch,FR,JP,DEV-6893,hash_a7af55453d3fec1b,925,1629,
TX-000503,2026-05-17T08:49:00,ACC-NORMAL-0000,ACC-NORMAL-0041,9991.85,SGD,wire,GB,JP,DEV-4281,hash_03ef0f77848ac924,2649,2775,
TX-000504,2026-05-17T02:35:00,ACC-NORMAL-0188,ACC-NORMAL-0180,7119.5,CAD,mobile,GB,AU,DEV-6693,hash_d0c59550f69a0539,439,866,
TX-000505,2026-06-03T06:29:00,ACC-NORMAL-0070,ACC-NORMAL-0057,23243.55,USD,mobile,GB,JP,DEV-5277,hash_6839f98f2ccf1472,2472,615,
TX-000506,2026-06-01T02:32:00,ACC-NORMAL-0129,ACC-NORMAL-0027,7363.35,CHF,online,GB,GB,DEV-5222,hash_89b4094ae048f1de,809,1580,
TX-000507,2026-06-06T14:24:00,ACC-NORMAL-0147,ACC-NORMAL-0064,14083.58,CAD,branch,US,DE,DEV-8517,hash_75f1c654ae7cfd14,3454,928,
TX-000508,2026-05-30T03:16:00,ACC-NORMAL-0150,ACC-NORMAL-0007,1698.18,JPY,branch,SG,GB,DEV-6172,hash_f49816ad6994bf84,2019,152,
TX-000509,2026-06-01T00:44:00,ACC-NORMAL-0090,ACC-NORMAL-0133,20806.1,AUD,branch,AE,US,DEV-2523,hash_ac77776266205167,2239,3568,
TX-000510,2026-05-17T17:59:00,ACC-NORMAL-0191,ACC-NORMAL-0087,4470.36,CAD,atm,AU,FR,DEV-4580,hash_92ded495e4f1e8e8,572,2524,
TX-000511,2026-06-07T21:59:00,ACC-NORMAL-0068,ACC-NORMAL-0046,22749.09,JPY,wire,DE,JP,DEV-4847,hash_3df76a69bc45144a,656,1584,
TX-000512,2026-05-22T06:53:00,ACC-NORMAL-0067,ACC-NORMAL-0052,6249.89,CAD,mobile,GB,JP,DEV-3555,hash_1b4ffd5fc7688339,3557,1673,
TX-000513,2026-06-05T21:31:00,ACC-NORMAL-0030,ACC-NORMAL-0020,15349.54,USD,mobile,AU,GB,DEV-8901,hash_9ee4105d5f06bc76,3559,448,
TX-000514,2026-06-12T18:55:00,ACC-NORMAL-0080,ACC-NORMAL-0127,6875.58,CHF,branch,DE,SG,DEV-5591,hash_38db128d65db6e43,1810,1025,
TX-000515,2026-05-19T01:33:00,ACC-NORMAL-0192,ACC-NORMAL-0147,19983.76,CHF,wire,GB,US,DEV-1533,hash_58e7edf880a23721,3638,3454,
TX-000516,2026-06-08T05:29:00,ACC-NORMAL-0100,ACC-NORMAL-0176,24412.91,AED,mobile,AE,CA,DEV-6171,hash_0227b8d5b0701a53,3145,365,
TX-000517,2026-05-21T12:37:00,ACC-NORMAL-0003,ACC-NORMAL-0173,2527.69,AUD,atm,GB,FR,DEV-4066,hash_434a130e8c6ea6ad,601,2363,
TX-000518,2026-05-30T19:21:00,ACC-NORMAL-0060,ACC-NORMAL-0069,9154.44,SGD,wire,JP,CA,DEV-4449,hash_b361e70a6b49acc6,2237,3274,
TX-000519,2026-05-26T12:17:00,ACC-NORMAL-0192,ACC-NORMAL-0095,11273.72,EUR,mobile,GB,US,DEV-4744,hash_1991103fd06eccbc,3638,1010,
TX-000520,2026-06-09T07:35:00,ACC-NORMAL-0184,ACC-NORMAL-0069,10811.15,JPY,wire,AU,CA,DEV-3389,hash_f58ab7c7cccf4130,1902,3274,
TX-000521,2026-05-30T00:11:00,ACC-NORMAL-0189,ACC-NORMAL-0038,10543.8,CHF,branch,FR,AU,DEV-9748,hash_50d3802db876a455,2232,1887,
TX-000522,2026-05-23T17:54:00,ACC-NORMAL-0124,ACC-NORMAL-0076,14200.18,GBP,wire,AE,AE,DEV-3676,hash_3728ddc20f5e8b47,907,2822,
TX-000523,2026-06-10T20:06:00,ACC-NORMAL-0065,ACC-NORMAL-0122,11251.87,AUD,atm,SG,JP,DEV-6914,hash_8f73198e5c3d0d5f,2117,1004,
TX-000524,2026-05-26T00:26:00,ACC-NORMAL-0142,ACC-NORMAL-0065,3039.72,JPY,mobile,SG,SG,DEV-9821,hash_fab8328f2cae93a2,1170,2117,
TX-000525,2026-05-26T10:43:00,ACC-NORMAL-0199,ACC-NORMAL-0072,12766.01,GBP,wire,AE,SG,DEV-7243,hash_49599bed9d1911a5,62,2470,
TX-000526,2026-05-19T05:40:00,ACC-NORMAL-0118,ACC-NORMAL-0162,20194.85,SGD,atm,US,AE,DEV-7631,hash_e835f080d9518f98,2929,3043,
TX-000527,2026-05-20T10:14:00,ACC-NORMAL-0018,ACC-NORMAL-0021,7843.92,AUD,atm,FR,GB,DEV-7479,hash_e33fc52c457083e4,666,1586,
TX-000528,2026-06-07T18:33:00,ACC-NORMAL-0113,ACC-NORMAL-0092,24138.5,EUR,wire,AU,SG,DEV-4012,hash_05e9f407daada0b1,292,1357,
TX-000529,2026-05-22T21:16:00,ACC-NORMAL-0032,ACC-NORMAL-0187,23511.53,JPY,online,GB,CH,DEV-3734,hash_1a5ed19665a4c79b,2915,2574,
TX-000530,2026-06-13T15:35:00,ACC-NORMAL-0024,ACC-NORMAL-0016,1355.1,CHF,wire,US,CA,DEV-2363,hash_4330125c1a9b0d42,3335,2889,
